,Statistics,Pvalues,Difference_mean,Log_P
Eig12_AEA(dm),0.028821435994419775,0.9770070045290271,1.0283251391938835,0.02326145753923353
Eig13_AEA(dm),-0.12105003117656306,0.9036514073723857,0.8548765058775014,0.10131160427085432
Eig14_AEA(dm),-0.2824500727453138,0.7775984247433526,0.531985127998697,0.25154505163097324
Eig15_AEA(dm),-0.2709214983475459,0.786451409876179,1.2752576457265756,0.240224338587856
Eig01_AEA(ri),3.493158042523677,0.00047734391043560665,0.9844391009490219,7.647273340623482
Eig02_AEA(ri),-1.2220288861633986,0.22169670353824067,1.0153722884307146,1.5064450314905307
Eig03_AEA(ri),-0.4899644119051362,0.6241590820707603,0.9974097125682304,0.4713500038882271
Eig04_AEA(ri),-1.0433359829979958,0.2967927112961586,1.0011118680971185,1.214721325617953
Eig05_AEA(ri),-0.7090073254627265,0.47831993095866177,0.9994599369842583,0.7374754587508143
Eig06_AEA(ri),-0.09799288238102724,0.9219379452036464,1.0672553019486242,0.08127736224195586
Eig07_AEA(ri),0.17869290316540262,0.8581788419489083,0.9936829575978225,0.15294276071498444
Eig08_AEA(ri),0.30550722154084964,0.7599798707237732,1.055593508649579,0.27446333194228983
Eig09_AEA(ri),0.1902214775631705,0.8491355817199183,1.1360201250375639,0.1635364096376257
Eig10_AEA(ri),0.06340715918772351,0.9494422865175749,1.0846317069678348,0.051880533602357
Eig11_AEA(ri),-0.32280008313750147,0.7468466500397626,1.214004161575989,0.29189540268844594
Eig12_AEA(ri),-0.3112715087397336,0.7555942248898722,1.4955952906167176,0.28025078646250856
Eig13_AEA(ri),-0.09799288238102724,0.9219379452036464,1.3780829584133216,0.08127736224195586
Eig14_AEA(ri),-0.06340715918772351,0.9494422865175749,0.8982534783249144,0.051880533602357
Eig15_AEA(ri),-0.2939786471430817,0.7687742199118759,2.6922413736175486,0.26295795478127576
nCp,0.7781787718493339,0.43646362956340545,1.0,0.8290502300528203
nCs,0.9799288238102724,0.32712125379898005,1.0,1.1174243700919972
nCt,0.21904291355759029,0.826616619185554,,0.19041427163171545
nCq,0.0,1.0,,-0.0
nCrs,-0.1902214775631705,0.8491355817199183,1.0,0.1635364096376257
nCrt,0.0,1.0,,-0.0
nCrq,0.0,1.0,,-0.0
nCar,-1.0952145677879515,0.2734226449790055,1.0,1.2967365308398875
nCbH,-0.9222859518214328,0.3563794397365022,,1.0317592737798946
nCb-,-1.181678875771211,0.23733314325520183,,1.4382904571295954
nCconj,0.14410717997209888,0.8854158351070632,1.0,0.12169787415115998
nR=Cp,0.0,1.0,,-0.0
nR=Cs,1.3257860557433097,0.1849105731058397,,1.6878829593908364
nR=Ct,-1.7581075956596064,0.07872920362197747,,2.541741117142682
n=C=,0.0,1.0,,-0.0
nR#CH/X,0.0,1.0,,-0.0
nR#C-,0.43808582711518057,0.6613240680116785,,0.41351128996655656
nROCN,0.0,1.0,,-0.0
nArOCN,0.0,1.0,,-0.0
nRNCO,0.0,1.0,,-0.0
nArNCO,0.0,1.0,,-0.0
nRSCN,0.0,1.0,,-0.0
nArSCN,0.0,1.0,,-0.0
nRNCS,0.0,1.0,,-0.0
nArNCS,0.0,1.0,,-0.0
nRCOOH,-0.1902214775631705,0.8491355817199183,,0.1635364096376257
nArCOOH,0.0,1.0,,-0.0
nRCOOR,-0.040350010392187684,0.9678140836903182,,0.032715272455276466
nArCOOR,0.0,1.0,,-0.0
nRCONH2,0.0,1.0,,-0.0
nArCONH2,0.0,1.0,,-0.0
nRCONHR,0.0,1.0,,-0.0
nArCONHR,0.06917144638660747,0.944853151135727,,0.056725759187114505
nRCONR2,0.0,1.0,,-0.0
nArCONR2,0.0,1.0,,-0.0
nROCON,0.6571287406727709,0.5110981401497345,,0.6711936521311068
nArOCON,0.0,1.0,,-0.0
nRCOX,0.0,1.0,,-0.0
nArCOX,0.0,1.0,,-0.0
nRCSOH,0.0,1.0,,-0.0
nArCSOH,0.0,1.0,,-0.0
nRCSSH,0.0,1.0,,-0.0
nArCSSH,0.0,1.0,,-0.0
nRCOSR,0.0,1.0,,-0.0
nArCOSR,0.0,1.0,,-0.0
nRCSSR,0.0,1.0,,-0.0
nArCSSR,0.0,1.0,,-0.0
nRCHO,0.0,1.0,,-0.0
nArCHO,0.0,1.0,,-0.0
nRCO,0.0,1.0,,-0.0
nArCO,0.0,1.0,,-0.0
nCONN,-1.2335574605611663,0.21736785273608528,,1.5261641867282436
nC=O(O)2,0.0,1.0,,-0.0
nN=C-N<,1.671643287676347,0.09459468345033413,,2.358154004817194
nC(=N)N2,-0.14987146717098285,0.8808660233255833,,0.12684973802052568
nRC=N,0.0,1.0,,-0.0
nArC=N,0.0,1.0,,-0.0
nRCNO,0.0,1.0,,-0.0
nArCNO,0.0,1.0,,-0.0
nRNH2,-0.13834289277321493,0.8899694278639254,,0.1165681675606414
nArNH2,0.6571287406727709,0.5110981401497345,,0.6711936521311068
nRNHR,0.0,1.0,,-0.0
nArNHR,0.0,1.0,,-0.0
nRNR2,-0.13257860557433096,0.8945266533131705,,0.11146057959279804
nArNR2,0.0,1.0,,-0.0
nN-N,-0.380442955126341,0.7036166338068781,,0.35152162539920395
nN=N,0.0,1.0,,-0.0
nRCN,0.0,1.0,,-0.0
nArCN,0.0,1.0,,-0.0
nN+,0.0,1.0,,-0.0
nNq,0.0,1.0,,-0.0
nRNHO,0.43808582711518057,0.6613240680116785,,0.41351128996655656
nArNHO,0.0,1.0,,-0.0
nRNNOx,0.0,1.0,,-0.0
nArNNOx,0.0,1.0,,-0.0
nRNO,0.0,1.0,,-0.0
nArNO,0.0,1.0,,-0.0
nRNO2,0.0,1.0,,-0.0
nArNO2,0.0,1.0,,-0.0
nN(CO)2,-2.328772028349118,0.019871145988527492,,3.918486549772125
nC=N-N<,0.0,1.0,,-0.0
nROH,-0.40350010392187685,0.6865803583016667,1.0,0.3760320055601847
nArOH,0.0,1.0,,-0.0
nOHp,0.17869290316540262,0.8581788419489083,1.0,0.15294276071498444
nOHs,-0.9799288238102724,0.32712125379898005,1.5,1.1174243700919972
nOHt,0.0,1.0,,-0.0
nROR,0.0,1.0,1.0,-0.0
nArOR,-0.380442955126341,0.7036166338068781,,0.35152162539920395
nROX,0.0,1.0,,-0.0
nArOX,0.0,1.0,,-0.0
nO(C=O)2,0.0,1.0,,-0.0
nH2O,0.0,1.0,,-0.0
nSH,0.0,1.0,,-0.0
nC=S,0.0,1.0,,-0.0
nRSR,0.0,1.0,,-0.0
nRSSR,0.0,1.0,,-0.0
nSO,0.0,1.0,,-0.0
nS(=O)2,0.0,1.0,,-0.0
nSOH,0.0,1.0,,-0.0
nSOOH,0.0,1.0,,-0.0
nSO2OH,0.0,1.0,,-0.0
nSO3OH,0.0,1.0,,-0.0
nSO2,0.0,1.0,,-0.0
nSO3,0.0,1.0,,-0.0
nSO4,0.0,1.0,,-0.0
nSO2N,0.0,1.0,,-0.0
nPO3,0.0,1.0,,-0.0
nPO4,0.0,1.0,,-0.0
nPR3,0.0,1.0,,-0.0
nP(=O)O2R,0.0,1.0,,-0.0
nP(=O)R3/nPR5,0.0,1.0,,-0.0
nCH2RX,-0.1902214775631705,0.8491355817199183,,0.1635364096376257
nCHR2X,0.0,1.0,,-0.0
nCR3X,0.0,1.0,,-0.0
nR=CHX,0.0,1.0,,-0.0
nR=CRX,0.0,1.0,,-0.0
nR#CX,0.0,1.0,,-0.0
nCHRX2,0.0,1.0,,-0.0
nCR2X2,0.0,1.0,,-0.0
nR=CX2,0.0,1.0,,-0.0
nCRX3,0.0,1.0,,-0.0
nArX,0.43808582711518057,0.6613240680116785,,0.41351128996655656
nCXr,1.539064682102016,0.12378850614882354,,2.0891807651352448
nCXr=,0.0,1.0,,-0.0
nCconjX,0.0,1.0,,-0.0
nAziridines,0.0,1.0,,-0.0
nOxiranes,0.0,1.0,,-0.0
nThiranes,0.0,1.0,,-0.0
nAzetidines,0.0,1.0,,-0.0
nOxetanes,0.0,1.0,,-0.0
nThioethanes,0.0,1.0,,-0.0
nBeta-Lactams,0.0,1.0,,-0.0
nPyrrolidines,0.0,1.0,,-0.0
nOxolanes,0.0,1.0,1.0,-0.0
ntH-Thiophenes,0.0,1.0,,-0.0
nPyrroles,1.0952145677879515,0.2734226449790055,,1.2967365308398875
nPyrazoles,0.05764287198883955,0.9540330995169046,,0.047056912625343617
nImidazoles,-0.06340715918772351,0.9494422865175749,,0.051880533602357
nFuranes,0.0,1.0,,-0.0
nThiophenes,0.0,1.0,,-0.0
nOxazoles,0.0,1.0,,-0.0
nIsoxazoles,0.0,1.0,,-0.0
nThiazoles,0.0,1.0,,-0.0
nIsothiazoles,0.0,1.0,,-0.0
nTriazoles,-1.521771820505364,0.12806626461954115,,2.0552074566788043
nPyridines,0.0,1.0,,-0.0
nPyridazines,0.0,1.0,,-0.0
nPyrimidines,0.5821930070872795,0.5604366830935835,,0.5790390078936234
nPyrazines,0.0,1.0,,-0.0
n135-Triazines,0.0,1.0,,-0.0
n124-Triazines,0.0,1.0,,-0.0
nHDon,0.5303144222973238,0.595893948833821,1.0,0.5176925659479537
nHAcc,0.28821435994419775,0.7731826573146688,1.0,0.25723996165291485
C-001,0.5303144222973238,0.595893948833821,,0.5176925659479537
C-002,1.2047360245667467,0.2283052242441449,1.0,1.4770718424662208
C-003,0.21904291355759029,0.826616619185554,,0.19041427163171545
C-004,0.0,1.0,,-0.0
C-005,-0.380442955126341,0.7036166338068781,,0.35152162539920395
C-006,0.6686573150705388,0.5037141021488649,1.0,0.6857464295033954
C-007,0.0,1.0,,-0.0
C-008,-1.1413288653790232,0.2537330944017636,1.5,1.3714723738927908
C-009,0.0,1.0,1.0,-0.0
C-010,0.0,1.0,,-0.0
C-011,0.0,1.0,,-0.0
C-012,1.7523433084607223,0.07971479329667566,,2.529300098155391
C-013,0.0,1.0,,-0.0
C-014,0.0,1.0,,-0.0
C-015,0.0,1.0,,-0.0
C-016,2.0866719659959916,0.036917797049630996,,3.2990615393392155
C-017,-1.7581075956596064,0.07872920362197747,,2.541741117142682
C-018,0.10952145677879514,0.9127889040869848,0.5,0.09125063641636608
C-019,-0.760885910252682,0.4467252149176356,,0.8058116051214718
C-020,-0.5418429966950918,0.5879266685261171,,0.5311530522518291
C-021,0.0,1.0,,-0.0
C-022,0.43808582711518057,0.6613240680116785,,0.41351128996655656
C-023,0.0,1.0,,-0.0
C-024,-0.7839430590482179,0.43307352239536234,,0.836847767713821
C-025,-0.77241448465045,0.43986897766684296,,0.8212783744444135
C-026,0.0,1.0,,-0.0
C-027,0.0,1.0,,-0.0
C-028,-1.4410717997209888,0.14956439950780542,inf,1.9000282129659094
C-029,0.5418429966950918,0.5879266685261171,,0.5311530522518291
C-030,-0.1037571695799112,0.9173620566705083,,0.0862530573097723
C-031,0.0,1.0,,-0.0
C-032,0.6859501766671907,0.49274452735210217,,0.7077644393486754
C-033,-1.4468360869198729,0.1479428370614639,,1.9109293158975746
C-034,0.6571287406727709,0.5110981401497345,,0.6711936521311068
C-035,0.06917144638660747,0.944853151135727,,0.056725759187114505
C-036,0.0,1.0,,-0.0
C-037,0.0,1.0,,-0.0
C-038,0.0,1.0,,-0.0
C-039,0.0,1.0,,-0.0
C-040,-0.8588787926337094,0.39040739086176446,1.0,0.9405644931117312
C-041,0.7205358998604944,0.47119510432722844,1.0,0.7524830364966367
C-042,-0.12105003117656306,0.9036514073723857,,0.10131160427085432
C-043,0.5821930070872795,0.5604366830935835,,0.5790390078936234
C-044,0.05764287198883955,0.9540330995169046,,0.047056912625343617
H-046,0.77241448465045,0.43986897766684296,,0.8212783744444135
H-047,-0.1902214775631705,0.8491355817199183,1.2,0.1635364096376257
H-048,-0.48420012470625223,0.6282438484081292,1.0,0.46482689423688844
H-049,-0.4611429759107164,0.6446960303989435,,0.4389763439686144
H-050,0.5303144222973238,0.595893948833821,1.0,0.5176925659479537
H-051,-0.005764287198883955,0.9954007897096564,,0.0046098191988896585
H-052,2.6285149626910838,0.008575858263318059,,4.758804201922022
H-053,0.21904291355759029,0.826616619185554,,0.19041427163171545
H-054,-1.1009788549868353,0.27090586010893514,,1.305983898124557
H-055,0.0,1.0,,-0.0
O-056,-0.2305714879553582,0.8176477201105937,1.0,0.20132369515154502
O-057,-0.1902214775631705,0.8491355817199183,,0.1635364096376257
O-058,-0.6283073046783512,0.5298026473350219,2.0,0.6352507052993059
O-059,0.0,1.0,1.0,-0.0
O-060,0.4092643911207608,0.6823456445733613,,0.38221893929873096
O-061,0.0,1.0,,-0.0
O-062,0.0,1.0,,-0.0
O-063,0.0,1.0,,-0.0
Se-064,0.0,1.0,,-0.0
Se-065,0.0,1.0,,-0.0
N-066,-0.13834289277321493,0.8899694278639254,,0.1165681675606414
N-067,0.028821435994419775,0.9770070045290271,,0.02326145753923353
N-068,-0.13257860557433096,0.8945266533131705,,0.11146057959279804
N-069,0.32280008313750147,0.7468466500397626,,0.29189540268844594
N-070,0.0,1.0,,-0.0
N-071,0.0,1.0,,-0.0
N-072,-0.42079296551852874,0.6739062688008323,2.0,0.3946642448016301
N-073,-0.5418429966950918,0.5879266685261171,1.0,0.5311530522518291
N-074,1.3834289277321492,0.1665333857311705,0.0,1.7925594747601397
N-075,-1.4237789381243369,0.15451047447557217,inf,1.8674933889839829
N-076,0.0,1.0,,-0.0
N-077,0.0,1.0,,-0.0
N-078,-0.380442955126341,0.7036166338068781,,0.35152162539920395
N-079,0.0,1.0,,-0.0
F-081,-0.35162151913192125,0.7251221246333034,,0.32141519054312123
F-082,1.7523433084607223,0.07971479329667566,,2.529300098155391
F-083,0.0,1.0,,-0.0
F-084,0.0,1.0,,-0.0
F-085,0.0,1.0,,-0.0
Cl-086,0.0,1.0,,-0.0
Cl-087,0.0,1.0,,-0.0
Cl-088,0.0,1.0,,-0.0
Cl-089,0.0,1.0,,-0.0
Cl-090,0.0,1.0,,-0.0
Br-091,0.0,1.0,,-0.0
Br-092,0.0,1.0,,-0.0
Br-093,0.0,1.0,,-0.0
Br-094,0.0,1.0,,-0.0
Br-095,0.43808582711518057,0.6613240680116785,,0.41351128996655656
I-096,-0.1902214775631705,0.8491355817199183,,0.1635364096376257
I-097,0.0,1.0,,-0.0
I-098,0.0,1.0,,-0.0
I-099,0.0,1.0,,-0.0
I-100,0.0,1.0,,-0.0
F-101,0.0,1.0,,-0.0
Cl-102,0.0,1.0,,-0.0
Br-103,0.0,1.0,,-0.0
I-104,0.0,1.0,,-0.0
S-106,0.0,1.0,,-0.0
S-107,0.0,1.0,,-0.0
S-108,0.0,1.0,,-0.0
S-109,0.0,1.0,,-0.0
S-110,0.0,1.0,,-0.0
Si-111,0.0,1.0,,-0.0
B-112,0.0,1.0,,-0.0
P-115,0.0,1.0,,-0.0
P-116,0.0,1.0,,-0.0
P-117,0.0,1.0,,-0.0
P-118,0.0,1.0,,-0.0
P-119,0.0,1.0,,-0.0
P-120,0.0,1.0,,-0.0
SsCH3,0.5649001454906276,0.5721416847255629,,0.5583686177058942
SdCH2,0.0,1.0,,-0.0
SssCH2,1.2105003117656306,0.22608697120881394,0.8916055742923552,1.4868355253797085
StCH,0.0,1.0,,-0.0
SdsCH,0.893464515827013,0.3716084664506677,0.9522683142935434,0.989914488527329
SaaCH,-1.0836859933901837,0.27850404800255135,inf,1.278322684702293
SsssCH,-0.8127644950426377,0.4163530955742053,0.9768627812843724,0.8762215912992339
SddC,0.0,1.0,,-0.0
StsC,0.43808582711518057,0.6613240680116785,,0.41351128996655656
SdssC,-0.28821435994419775,0.7731826573146688,1.488320131962881,0.25723996165291485
SaasC,-0.9741645366113885,0.3299748498753441,3.448278087121622,1.1087388399248885
SaaaC,1.3027289069477739,0.1926673295075274,,1.646790258633299
SssssC,-1.7523433084607223,0.07971479329667566,,2.529300098155391
SsNH2,0.6110144430816993,0.5411900186758699,1.0009317490966576,0.61398482580482
SssNH,1.1009788549868353,0.27090586010893514,0.9750189627331406,1.305983898124557
SdNH,0.0,1.0,,-0.0
SsssN,-1.26814318375447,0.20474682244261933,2.013672947387746,1.585981075575149
SdsN,0.5014929863029041,0.6160242127017406,0.0,0.4844690098870965
SaaN,-1.400721789328801,0.1612972842826581,inf,1.8245061304300416
StN,0.0,1.0,,-0.0
SsNH3+,0.0,1.0,,-0.0
SssNH2+,0.0,1.0,,-0.0
SdNH2+,0.0,1.0,,-0.0
SsssNH+,0.0,1.0,,-0.0
SssssN+,0.0,1.0,,-0.0
SddsN,0.0,1.0,,-0.0
SaadN,0.0,1.0,,-0.0
SaasN,-0.4899644119051362,0.6241590820707603,1.0144948543267154,0.4713500038882271
SaaNH,0.0,1.0,,-0.0
SsOH,-1.4237789381243369,0.15451047447557217,1.0473326238217866,1.8674933889839829
SdO,-0.7493573358549142,0.45364185848405525,1.9241206274164215,0.7904472502176008
SssO,0.017292861596651866,0.9862029803738575,1.0040981661302761,0.013893083118136465
SaaO,0.0,1.0,,-0.0
SsPH2,0.0,1.0,,-0.0
SssPH,0.0,1.0,,-0.0
SsssP,0.0,1.0,,-0.0
SdsssP,0.0,1.0,,-0.0
SddsP,0.0,1.0,,-0.0
SsssssP,0.0,1.0,,-0.0
SsSH,0.0,1.0,,-0.0
SdS,0.0,1.0,,-0.0
SssS,0.0,1.0,,-0.0
SaaS,0.0,1.0,,-0.0
SdssS,0.0,1.0,,-0.0
SddssS,0.0,1.0,,-0.0
SssssssS,0.0,1.0,,-0.0
SsF,1.550593256499784,0.1209991892212295,,2.1119714340588414
SsCl,0.0,1.0,,-0.0
SsBr,0.43808582711518057,0.6613240680116785,,0.41351128996655656
SsI,-0.1902214775631705,0.8491355817199183,,0.1635364096376257
SsLi,0.0,1.0,,-0.0
SssBe,0.0,1.0,,-0.0
SssssBe-,0.0,1.0,,-0.0
SsBH2,0.0,1.0,,-0.0
SssBH,0.0,1.0,,-0.0
SsssB,0.0,1.0,,-0.0
SssssB-,0.0,1.0,,-0.0
SsGeH3,0.0,1.0,,-0.0
SssGeH2,0.0,1.0,,-0.0
SsssGeH,0.0,1.0,,-0.0
SssssGe,0.0,1.0,,-0.0
SsAsH2,0.0,1.0,,-0.0
SssAsH,0.0,1.0,,-0.0
SsssAs,0.0,1.0,,-0.0
SsssssAs,0.0,1.0,,-0.0
SdsssAs,0.0,1.0,,-0.0
SddsAs,0.0,1.0,,-0.0
SsSeH,0.0,1.0,,-0.0
SdSe,0.0,1.0,,-0.0
SssSe,0.0,1.0,,-0.0
SaaSe,0.0,1.0,,-0.0
SdssSe,0.0,1.0,,-0.0
SssssssSe,0.0,1.0,,-0.0
SddssSe,0.0,1.0,,-0.0
SsSnH3,0.0,1.0,,-0.0
SssSnH2,0.0,1.0,,-0.0
SsssSnH,0.0,1.0,,-0.0
SssssSn,0.0,1.0,,-0.0
SsPbH3,0.0,1.0,,-0.0
SssPbH2,0.0,1.0,,-0.0
SsssPbH,0.0,1.0,,-0.0
SssssPb,0.0,1.0,,-0.0
SsSiH3,0.0,1.0,,-0.0
SssSiH2,0.0,1.0,,-0.0
SsssSiH,0.0,1.0,,-0.0
SssssSi,0.0,1.0,,-0.0
NsCH3,0.35162151913192125,0.7251221246333034,,0.32141519054312123
NdCH2,0.0,1.0,,-0.0
NssCH2,1.0952145677879515,0.2734226449790055,1.0,1.2967365308398875
NtCH,0.0,1.0,,-0.0
NdsCH,0.9914573982080404,0.32146228480410954,1.0,1.1348750522819129
NaaCH,-1.2912003325500059,0.19663421983958496,inf,1.626410028228334
NsssCH,-0.9222859518214328,0.3563794397365022,1.0,1.0317592737798946
NddC,0.0,1.0,,-0.0
NtsC,0.43808582711518057,0.6613240680116785,,0.41351128996655656
NdssC,-1.0721574189924157,0.2836493323032301,1.0,1.2600165491582858
NaasC,-1.4410717997209888,0.14956439950780542,2.0,1.9000282129659094
NaaaC,1.3257860557433097,0.1849105731058397,,1.6878829593908364
NssssC,1.7523433084607223,0.07971479329667566,,2.529300098155391
NsNH2,0.6052501558828153,0.5450127945650461,1.0,0.6069460083283165
NssNH,-0.02305714879553582,0.9816046868975358,1.0,0.018566610843843666
NdNH,0.0,1.0,,-0.0
NsssN,-0.5360787094962078,0.5919041537554992,1.0,0.5244105596457813
NdsN,0.9511073878158526,0.34154986479769756,0.0,1.074261593653581
NaaN,-1.4237789381243369,0.15451047447557217,inf,1.8674933889839829
NtN,0.0,1.0,,-0.0
NsNH3+,0.0,1.0,,-0.0
NssNH2+,0.0,1.0,,-0.0
NdNH2+,0.0,1.0,,-0.0
NsssNH+,0.0,1.0,,-0.0
NssssN+,0.0,1.0,,-0.0
NddsN,0.0,1.0,,-0.0
NaadN,0.0,1.0,,-0.0
NaasN,-0.5418429966950918,0.5879266685261171,1.0,0.5311530522518291
NaaNH,0.0,1.0,,-0.0
NsOH,-0.40350010392187685,0.6865803583016667,1.0,0.3760320055601847
NdO,-0.6283073046783512,0.5298026473350219,2.0,0.6352507052993059
NssO,0.4092643911207608,0.6823456445733613,1.0,0.38221893929873096
NaaO,0.0,1.0,,-0.0
NsPH2,0.0,1.0,,-0.0
NssPH,0.0,1.0,,-0.0
NsssP,0.0,1.0,,-0.0
NdsssP,0.0,1.0,,-0.0
NddsP,0.0,1.0,,-0.0
NsssssP,0.0,1.0,,-0.0
NsSH,0.0,1.0,,-0.0
NdS,0.0,1.0,,-0.0
NssS,0.0,1.0,,-0.0
NaaS,0.0,1.0,,-0.0
NdssS,0.0,1.0,,-0.0
NddssS,0.0,1.0,,-0.0
NssssssS,0.0,1.0,,-0.0
NsF,1.539064682102016,0.12378850614882354,,2.0891807651352448
NsCl,0.0,1.0,,-0.0
NsBr,0.43808582711518057,0.6613240680116785,,0.41351128996655656
NsI,-0.1902214775631705,0.8491355817199183,,0.1635364096376257
NsLi,0.0,1.0,,-0.0
NssBe,0.0,1.0,,-0.0
NssssBe-,0.0,1.0,,-0.0
NsBH2,0.0,1.0,,-0.0
NssBH,0.0,1.0,,-0.0
NsssB,0.0,1.0,,-0.0
NssssB-,0.0,1.0,,-0.0
NsGeH3,0.0,1.0,,-0.0
NssGeH2,0.0,1.0,,-0.0
NsssGeH,0.0,1.0,,-0.0
NssssGe,0.0,1.0,,-0.0
NsAsH2,0.0,1.0,,-0.0
NssAsH,0.0,1.0,,-0.0
NsssAs,0.0,1.0,,-0.0
NsssssAs,0.0,1.0,,-0.0
NdsssAs,0.0,1.0,,-0.0
NddsAs,0.0,1.0,,-0.0
NsSeH,0.0,1.0,,-0.0
NdSe,0.0,1.0,,-0.0
NssSe,0.0,1.0,,-0.0
NaaSe,0.0,1.0,,-0.0
NdssSe,0.0,1.0,,-0.0
NssssssSe,0.0,1.0,,-0.0
NddssSe,0.0,1.0,,-0.0
NsSnH3,0.0,1.0,,-0.0
NssSnH2,0.0,1.0,,-0.0
NsssSnH,0.0,1.0,,-0.0
NssssSn,0.0,1.0,,-0.0
NsPbH3,0.0,1.0,,-0.0
NssPbH2,0.0,1.0,,-0.0
NsssPbH,0.0,1.0,,-0.0
NssssPb,0.0,1.0,,-0.0
NsSiH3,0.0,1.0,,-0.0
NssSiH2,0.0,1.0,,-0.0
NsssSiH,0.0,1.0,,-0.0
NssssSi,0.0,1.0,,-0.0
minsCH3,0.4496144015129485,0.652988501995299,,0.42619575783117375
mindCH2,0.0,1.0,,-0.0
minssCH2,-0.7781787718493339,0.43646362956340545,0.8767322861757901,0.8290502300528203
mintCH,0.0,1.0,,-0.0
mindsCH,-0.8819359414292451,0.377811449474418,1.220710598757077,0.973360018724337
minaaCH,-1.3488432045388454,0.17738733409151675,inf,1.7294196091103873
minsssCH,-0.8877002286281291,0.3747020228992759,0.9560425293433297,0.9816241744800257
minddC,0.0,1.0,,-0.0
mintsC,0.43808582711518057,0.6613240680116785,,0.41351128996655656
mindssC,-0.18445719036428657,0.8536548079975348,1.000572342327496,0.15822837299874926
minaasC,-1.02027883420246,0.3075962385533517,inf,1.1789672697955333
minaaaC,1.3027289069477739,0.1926673295075274,,1.646790258633299
minssssC,-1.7523433084607223,0.07971479329667566,,2.529300098155391
minsNH2,0.4265572527174127,0.669701838867038,0.9473017153862542,0.40092268226276767
minssNH,0.5821930070872795,0.5604366830935835,1.0041668187985233,0.5790390078936234
mindNH,0.0,1.0,,-0.0
minsssN,-1.2220288861633986,0.22169670353824067,2.013672947387746,1.5064450314905307
