,Statistics,Pvalues,Difference_mean,Log_P
B01[Br-X],0.0,1.0,,-0.0
B01[I-I],0.0,1.0,,-0.0
B01[I-B],0.0,1.0,,-0.0
B01[I-Si],0.0,1.0,,-0.0
B01[I-X],0.0,1.0,,-0.0
B01[B-B],0.0,1.0,,-0.0
B01[B-Si],0.0,1.0,,-0.0
B01[B-X],0.0,1.0,,-0.0
B01[Si-Si],0.0,1.0,,-0.0
B01[Si-X],0.0,1.0,,-0.0
B01[X-X],0.0,1.0,,-0.0
B02[C-C],0.0,1.0,1.0,-0.0
B02[C-N],0.0,1.0,1.0,-0.0
B02[C-O],0.0,1.0,1.0,-0.0
B02[C-S],0.0,1.0,,-0.0
B02[C-P],0.0,1.0,,-0.0
B02[C-F],1.400721789328801,0.1612972842826581,,1.8245061304300416
B02[C-Cl],0.0,1.0,,-0.0
B02[C-Br],0.0,1.0,,-0.0
B02[C-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
B02[C-B],0.0,1.0,,-0.0
B02[C-Si],0.0,1.0,,-0.0
B02[C-X],0.0,1.0,,-0.0
B02[N-N],0.0,1.0,1.0,-0.0
B02[N-O],0.0,1.0,1.0,-0.0
B02[N-S],0.0,1.0,,-0.0
B02[N-P],0.0,1.0,,-0.0
B02[N-F],0.0,1.0,,-0.0
B02[N-Cl],0.0,1.0,,-0.0
B02[N-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
B02[N-I],0.0,1.0,,-0.0
B02[N-B],0.0,1.0,,-0.0
B02[N-Si],0.0,1.0,,-0.0
B02[N-X],0.0,1.0,,-0.0
B02[O-O],0.39197152952410896,0.6950792501090912,,0.3637294109842054
B02[O-S],0.0,1.0,,-0.0
B02[O-P],0.0,1.0,,-0.0
B02[O-F],0.0,1.0,,-0.0
B02[O-Cl],0.0,1.0,,-0.0
B02[O-Br],0.0,1.0,,-0.0
B02[O-I],0.0,1.0,,-0.0
B02[O-B],0.0,1.0,,-0.0
B02[O-Si],0.0,1.0,,-0.0
B02[O-X],0.0,1.0,,-0.0
B02[S-S],0.0,1.0,,-0.0
B02[S-P],0.0,1.0,,-0.0
B02[S-F],0.0,1.0,,-0.0
B02[S-Cl],0.0,1.0,,-0.0
B02[S-Br],0.0,1.0,,-0.0
B02[S-I],0.0,1.0,,-0.0
B02[S-B],0.0,1.0,,-0.0
B02[S-Si],0.0,1.0,,-0.0
B02[S-X],0.0,1.0,,-0.0
B02[P-P],0.0,1.0,,-0.0
B02[P-F],0.0,1.0,,-0.0
B02[P-Cl],0.0,1.0,,-0.0
B02[P-Br],0.0,1.0,,-0.0
B02[P-I],0.0,1.0,,-0.0
B02[P-B],0.0,1.0,,-0.0
B02[P-Si],0.0,1.0,,-0.0
B02[P-X],0.0,1.0,,-0.0
B02[F-F],1.7523433084607223,0.07971479329667566,,2.529300098155391
B02[F-Cl],0.0,1.0,,-0.0
B02[F-Br],0.0,1.0,,-0.0
B02[F-I],0.0,1.0,,-0.0
B02[F-B],0.0,1.0,,-0.0
B02[F-Si],0.0,1.0,,-0.0
B02[F-X],0.0,1.0,,-0.0
B02[Cl-Cl],0.0,1.0,,-0.0
B02[Cl-Br],0.0,1.0,,-0.0
B02[Cl-I],0.0,1.0,,-0.0
B02[Cl-B],0.0,1.0,,-0.0
B02[Cl-Si],0.0,1.0,,-0.0
B02[Cl-X],0.0,1.0,,-0.0
B02[Br-Br],0.0,1.0,,-0.0
B02[Br-I],0.0,1.0,,-0.0
B02[Br-B],0.0,1.0,,-0.0
B02[Br-Si],0.0,1.0,,-0.0
B02[Br-X],0.0,1.0,,-0.0
B02[I-I],0.0,1.0,,-0.0
B02[I-B],0.0,1.0,,-0.0
B02[I-Si],0.0,1.0,,-0.0
B02[I-X],0.0,1.0,,-0.0
B02[B-B],0.0,1.0,,-0.0
B02[B-Si],0.0,1.0,,-0.0
B02[B-X],0.0,1.0,,-0.0
B02[Si-Si],0.0,1.0,,-0.0
B02[Si-X],0.0,1.0,,-0.0
B02[X-X],0.0,1.0,,-0.0
B03[C-C],0.0,1.0,1.0,-0.0
B03[C-N],0.0,1.0,1.0,-0.0
B03[C-O],0.0,1.0,1.0,-0.0
B03[C-S],0.0,1.0,,-0.0
B03[C-P],0.0,1.0,,-0.0
B03[C-F],1.400721789328801,0.1612972842826581,,1.8245061304300416
B03[C-Cl],0.0,1.0,,-0.0
B03[C-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
B03[C-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
B03[C-B],0.0,1.0,,-0.0
B03[C-Si],0.0,1.0,,-0.0
B03[C-X],0.0,1.0,,-0.0
B03[N-N],-0.5476072838939757,0.5839615869153018,inf,0.5379200741471974
B03[N-O],-0.8127644950426377,0.4163530955742053,1.0,0.8762215912992339
B03[N-S],0.0,1.0,,-0.0
B03[N-P],0.0,1.0,,-0.0
B03[N-F],1.400721789328801,0.1612972842826581,,1.8245061304300416
B03[N-Cl],0.0,1.0,,-0.0
B03[N-Br],0.0,1.0,,-0.0
B03[N-I],0.0,1.0,,-0.0
B03[N-B],0.0,1.0,,-0.0
B03[N-Si],0.0,1.0,,-0.0
B03[N-X],0.0,1.0,,-0.0
B03[O-O],0.0,1.0,1.0,-0.0
B03[O-S],0.0,1.0,,-0.0
B03[O-P],0.0,1.0,,-0.0
B03[O-F],1.400721789328801,0.1612972842826581,,1.8245061304300416
B03[O-Cl],0.0,1.0,,-0.0
B03[O-Br],0.0,1.0,,-0.0
B03[O-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
B03[O-B],0.0,1.0,,-0.0
B03[O-Si],0.0,1.0,,-0.0
B03[O-X],0.0,1.0,,-0.0
B03[S-S],0.0,1.0,,-0.0
B03[S-P],0.0,1.0,,-0.0
B03[S-F],0.0,1.0,,-0.0
B03[S-Cl],0.0,1.0,,-0.0
B03[S-Br],0.0,1.0,,-0.0
B03[S-I],0.0,1.0,,-0.0
B03[S-B],0.0,1.0,,-0.0
B03[S-Si],0.0,1.0,,-0.0
B03[S-X],0.0,1.0,,-0.0
B03[P-P],0.0,1.0,,-0.0
B03[P-F],0.0,1.0,,-0.0
B03[P-Cl],0.0,1.0,,-0.0
B03[P-Br],0.0,1.0,,-0.0
B03[P-I],0.0,1.0,,-0.0
B03[P-B],0.0,1.0,,-0.0
B03[P-Si],0.0,1.0,,-0.0
B03[P-X],0.0,1.0,,-0.0
B03[F-F],0.0,1.0,,-0.0
B03[F-Cl],0.0,1.0,,-0.0
B03[F-Br],0.0,1.0,,-0.0
B03[F-I],0.0,1.0,,-0.0
B03[F-B],0.0,1.0,,-0.0
B03[F-Si],0.0,1.0,,-0.0
B03[F-X],0.0,1.0,,-0.0
B03[Cl-Cl],0.0,1.0,,-0.0
B03[Cl-Br],0.0,1.0,,-0.0
B03[Cl-I],0.0,1.0,,-0.0
B03[Cl-B],0.0,1.0,,-0.0
B03[Cl-Si],0.0,1.0,,-0.0
B03[Cl-X],0.0,1.0,,-0.0
B03[Br-Br],0.0,1.0,,-0.0
B03[Br-I],0.0,1.0,,-0.0
B03[Br-B],0.0,1.0,,-0.0
B03[Br-Si],0.0,1.0,,-0.0
B03[Br-X],0.0,1.0,,-0.0
B03[I-I],0.0,1.0,,-0.0
B03[I-B],0.0,1.0,,-0.0
B03[I-Si],0.0,1.0,,-0.0
B03[I-X],0.0,1.0,,-0.0
B03[B-B],0.0,1.0,,-0.0
B03[B-Si],0.0,1.0,,-0.0
B03[B-X],0.0,1.0,,-0.0
B03[Si-Si],0.0,1.0,,-0.0
B03[Si-X],0.0,1.0,,-0.0
B03[X-X],0.0,1.0,,-0.0
B04[C-C],0.0,1.0,1.0,-0.0
B04[C-N],0.0,1.0,1.0,-0.0
B04[C-O],0.0,1.0,1.0,-0.0
B04[C-S],0.0,1.0,,-0.0
B04[C-P],0.0,1.0,,-0.0
B04[C-F],1.400721789328801,0.1612972842826581,,1.8245061304300416
B04[C-Cl],0.0,1.0,,-0.0
B04[C-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
B04[C-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
B04[C-B],0.0,1.0,,-0.0
B04[C-Si],0.0,1.0,,-0.0
B04[C-X],0.0,1.0,,-0.0
B04[N-N],0.04611429759107164,0.9632191503020813,1.0,0.037474322667083115
B04[N-O],0.0,1.0,1.0,-0.0
B04[N-S],0.0,1.0,,-0.0
B04[N-P],0.0,1.0,,-0.0
B04[N-F],0.0,1.0,,-0.0
B04[N-Cl],0.0,1.0,,-0.0
B04[N-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
B04[N-I],0.0,1.0,,-0.0
B04[N-B],0.0,1.0,,-0.0
B04[N-Si],0.0,1.0,,-0.0
B04[N-X],0.0,1.0,,-0.0
B04[O-O],0.16140004156875074,0.871778333934971,1.0,0.1372200915915374
B04[O-S],0.0,1.0,,-0.0
B04[O-P],0.0,1.0,,-0.0
B04[O-F],0.0,1.0,,-0.0
B04[O-Cl],0.0,1.0,,-0.0
B04[O-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
B04[O-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
B04[O-B],0.0,1.0,,-0.0
B04[O-Si],0.0,1.0,,-0.0
B04[O-X],0.0,1.0,,-0.0
B04[S-S],0.0,1.0,,-0.0
B04[S-P],0.0,1.0,,-0.0
B04[S-F],0.0,1.0,,-0.0
B04[S-Cl],0.0,1.0,,-0.0
B04[S-Br],0.0,1.0,,-0.0
B04[S-I],0.0,1.0,,-0.0
B04[S-B],0.0,1.0,,-0.0
B04[S-Si],0.0,1.0,,-0.0
B04[S-X],0.0,1.0,,-0.0
B04[P-P],0.0,1.0,,-0.0
B04[P-F],0.0,1.0,,-0.0
B04[P-Cl],0.0,1.0,,-0.0
B04[P-Br],0.0,1.0,,-0.0
B04[P-I],0.0,1.0,,-0.0
B04[P-B],0.0,1.0,,-0.0
B04[P-Si],0.0,1.0,,-0.0
B04[P-X],0.0,1.0,,-0.0
B04[F-F],0.0,1.0,,-0.0
B04[F-Cl],0.0,1.0,,-0.0
B04[F-Br],0.0,1.0,,-0.0
B04[F-I],0.0,1.0,,-0.0
B04[F-B],0.0,1.0,,-0.0
B04[F-Si],0.0,1.0,,-0.0
B04[F-X],0.0,1.0,,-0.0
B04[Cl-Cl],0.0,1.0,,-0.0
B04[Cl-Br],0.0,1.0,,-0.0
B04[Cl-I],0.0,1.0,,-0.0
B04[Cl-B],0.0,1.0,,-0.0
B04[Cl-Si],0.0,1.0,,-0.0
B04[Cl-X],0.0,1.0,,-0.0
B04[Br-Br],0.0,1.0,,-0.0
B04[Br-I],0.0,1.0,,-0.0
B04[Br-B],0.0,1.0,,-0.0
B04[Br-Si],0.0,1.0,,-0.0
B04[Br-X],0.0,1.0,,-0.0
B04[I-I],0.0,1.0,,-0.0
B04[I-B],0.0,1.0,,-0.0
B04[I-Si],0.0,1.0,,-0.0
B04[I-X],0.0,1.0,,-0.0
B04[B-B],0.0,1.0,,-0.0
B04[B-Si],0.0,1.0,,-0.0
B04[B-X],0.0,1.0,,-0.0
B04[Si-Si],0.0,1.0,,-0.0
B04[Si-X],0.0,1.0,,-0.0
B04[X-X],0.0,1.0,,-0.0
B05[C-C],0.0,1.0,1.0,-0.0
B05[C-N],0.0,1.0,1.0,-0.0
B05[C-O],0.0,1.0,1.0,-0.0
B05[C-S],0.0,1.0,,-0.0
B05[C-P],0.0,1.0,,-0.0
B05[C-F],1.400721789328801,0.1612972842826581,,1.8245061304300416
B05[C-Cl],0.0,1.0,,-0.0
B05[C-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
B05[C-I],0.0,1.0,,-0.0
B05[C-B],0.0,1.0,,-0.0
B05[C-Si],0.0,1.0,,-0.0
B05[C-X],0.0,1.0,,-0.0
B05[N-N],-1.9079790628305893,0.05639392241524773,inf,2.8753938848793967
B05[N-O],0.0,1.0,1.0,-0.0
B05[N-S],0.0,1.0,,-0.0
B05[N-P],0.0,1.0,,-0.0
B05[N-F],1.400721789328801,0.1612972842826581,,1.8245061304300416
B05[N-Cl],0.0,1.0,,-0.0
B05[N-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
B05[N-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
B05[N-B],0.0,1.0,,-0.0
B05[N-Si],0.0,1.0,,-0.0
B05[N-X],0.0,1.0,,-0.0
B05[O-O],-0.35738580633080524,0.720803001010204,,0.32738940925299675
B05[O-S],0.0,1.0,,-0.0
B05[O-P],0.0,1.0,,-0.0
B05[O-F],1.400721789328801,0.1612972842826581,,1.8245061304300416
B05[O-Cl],0.0,1.0,,-0.0
B05[O-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
B05[O-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
B05[O-B],0.0,1.0,,-0.0
B05[O-Si],0.0,1.0,,-0.0
B05[O-X],0.0,1.0,,-0.0
B05[S-S],0.0,1.0,,-0.0
B05[S-P],0.0,1.0,,-0.0
B05[S-F],0.0,1.0,,-0.0
B05[S-Cl],0.0,1.0,,-0.0
B05[S-Br],0.0,1.0,,-0.0
B05[S-I],0.0,1.0,,-0.0
B05[S-B],0.0,1.0,,-0.0
B05[S-Si],0.0,1.0,,-0.0
B05[S-X],0.0,1.0,,-0.0
B05[P-P],0.0,1.0,,-0.0
B05[P-F],0.0,1.0,,-0.0
B05[P-Cl],0.0,1.0,,-0.0
B05[P-Br],0.0,1.0,,-0.0
B05[P-I],0.0,1.0,,-0.0
B05[P-B],0.0,1.0,,-0.0
B05[P-Si],0.0,1.0,,-0.0
B05[P-X],0.0,1.0,,-0.0
B05[F-F],0.0,1.0,,-0.0
B05[F-Cl],0.0,1.0,,-0.0
B05[F-Br],0.0,1.0,,-0.0
B05[F-I],0.0,1.0,,-0.0
B05[F-B],0.0,1.0,,-0.0
B05[F-Si],0.0,1.0,,-0.0
B05[F-X],0.0,1.0,,-0.0
B05[Cl-Cl],0.0,1.0,,-0.0
B05[Cl-Br],0.0,1.0,,-0.0
B05[Cl-I],0.0,1.0,,-0.0
B05[Cl-B],0.0,1.0,,-0.0
B05[Cl-Si],0.0,1.0,,-0.0
B05[Cl-X],0.0,1.0,,-0.0
B05[Br-Br],0.0,1.0,,-0.0
B05[Br-I],0.0,1.0,,-0.0
B05[Br-B],0.0,1.0,,-0.0
B05[Br-Si],0.0,1.0,,-0.0
B05[Br-X],0.0,1.0,,-0.0
B05[I-I],0.0,1.0,,-0.0
B05[I-B],0.0,1.0,,-0.0
B05[I-Si],0.0,1.0,,-0.0
B05[I-X],0.0,1.0,,-0.0
B05[B-B],0.0,1.0,,-0.0
B05[B-Si],0.0,1.0,,-0.0
B05[B-X],0.0,1.0,,-0.0
B05[Si-Si],0.0,1.0,,-0.0
B05[Si-X],0.0,1.0,,-0.0
B05[X-X],0.0,1.0,,-0.0
B06[C-C],0.0,1.0,1.0,-0.0
B06[C-N],0.0,1.0,1.0,-0.0
B06[C-O],0.0,1.0,1.0,-0.0
B06[C-S],0.0,1.0,,-0.0
B06[C-P],0.0,1.0,,-0.0
B06[C-F],1.400721789328801,0.1612972842826581,,1.8245061304300416
B06[C-Cl],0.0,1.0,,-0.0
B06[C-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
B06[C-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
B06[C-B],0.0,1.0,,-0.0
B06[C-Si],0.0,1.0,,-0.0
B06[C-X],0.0,1.0,,-0.0
B06[N-N],0.77241448465045,0.43986897766684296,,0.8212783744444135
B06[N-O],0.0,1.0,1.0,-0.0
B06[N-S],0.0,1.0,,-0.0
B06[N-P],0.0,1.0,,-0.0
B06[N-F],0.0,1.0,,-0.0
B06[N-Cl],0.0,1.0,,-0.0
B06[N-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
B06[N-I],0.0,1.0,,-0.0
B06[N-B],0.0,1.0,,-0.0
B06[N-Si],0.0,1.0,,-0.0
B06[N-X],0.0,1.0,,-0.0
B06[O-O],-0.8012359206448698,0.4229950796939508,1.0,0.8603947319327049
B06[O-S],0.0,1.0,,-0.0
B06[O-P],0.0,1.0,,-0.0
B06[O-F],0.0,1.0,,-0.0
B06[O-Cl],0.0,1.0,,-0.0
B06[O-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
B06[O-I],0.0,1.0,,-0.0
B06[O-B],0.0,1.0,,-0.0
B06[O-Si],0.0,1.0,,-0.0
B06[O-X],0.0,1.0,,-0.0
B06[S-S],0.0,1.0,,-0.0
B06[S-P],0.0,1.0,,-0.0
B06[S-F],0.0,1.0,,-0.0
B06[S-Cl],0.0,1.0,,-0.0
B06[S-Br],0.0,1.0,,-0.0
B06[S-I],0.0,1.0,,-0.0
B06[S-B],0.0,1.0,,-0.0
B06[S-Si],0.0,1.0,,-0.0
B06[S-X],0.0,1.0,,-0.0
B06[P-P],0.0,1.0,,-0.0
B06[P-F],0.0,1.0,,-0.0
B06[P-Cl],0.0,1.0,,-0.0
B06[P-Br],0.0,1.0,,-0.0
B06[P-I],0.0,1.0,,-0.0
B06[P-B],0.0,1.0,,-0.0
B06[P-Si],0.0,1.0,,-0.0
B06[P-X],0.0,1.0,,-0.0
B06[F-F],0.0,1.0,,-0.0
B06[F-Cl],0.0,1.0,,-0.0
B06[F-Br],0.0,1.0,,-0.0
B06[F-I],0.0,1.0,,-0.0
B06[F-B],0.0,1.0,,-0.0
B06[F-Si],0.0,1.0,,-0.0
B06[F-X],0.0,1.0,,-0.0
B06[Cl-Cl],0.0,1.0,,-0.0
B06[Cl-Br],0.0,1.0,,-0.0
B06[Cl-I],0.0,1.0,,-0.0
B06[Cl-B],0.0,1.0,,-0.0
B06[Cl-Si],0.0,1.0,,-0.0
B06[Cl-X],0.0,1.0,,-0.0
B06[Br-Br],0.0,1.0,,-0.0
B06[Br-I],0.0,1.0,,-0.0
B06[Br-B],0.0,1.0,,-0.0
B06[Br-Si],0.0,1.0,,-0.0
B06[Br-X],0.0,1.0,,-0.0
B06[I-I],0.0,1.0,,-0.0
B06[I-B],0.0,1.0,,-0.0
B06[I-Si],0.0,1.0,,-0.0
B06[I-X],0.0,1.0,,-0.0
B06[B-B],0.0,1.0,,-0.0
B06[B-Si],0.0,1.0,,-0.0
B06[B-X],0.0,1.0,,-0.0
B06[Si-Si],0.0,1.0,,-0.0
B06[Si-X],0.0,1.0,,-0.0
B06[X-X],0.0,1.0,,-0.0
B07[C-C],0.0,1.0,1.0,-0.0
B07[C-N],0.380442955126341,0.7036166338068781,1.0,0.35152162539920395
B07[C-O],0.0,1.0,1.0,-0.0
B07[C-S],0.0,1.0,,-0.0
B07[C-P],0.0,1.0,,-0.0
B07[C-F],0.0,1.0,,-0.0
B07[C-Cl],0.0,1.0,,-0.0
B07[C-Br],0.21904291355759029,0.826616619185554,,0.19041427163171545
B07[C-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
B07[C-B],0.0,1.0,,-0.0
B07[C-Si],0.0,1.0,,-0.0
B07[C-X],0.0,1.0,,-0.0
B07[N-N],1.152857439776791,0.24896890346524247,,1.3904272759980527
B07[N-O],0.0,1.0,1.0,-0.0
B07[N-S],0.0,1.0,,-0.0
B07[N-P],0.0,1.0,,-0.0
B07[N-F],1.400721789328801,0.1612972842826581,,1.8245061304300416
B07[N-Cl],0.0,1.0,,-0.0
B07[N-Br],0.0,1.0,,-0.0
B07[N-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
B07[N-B],0.0,1.0,,-0.0
B07[N-Si],0.0,1.0,,-0.0
B07[N-X],0.0,1.0,,-0.0
B07[O-O],-0.28821435994419775,0.7731826573146688,1.0,0.25723996165291485
B07[O-S],0.0,1.0,,-0.0
B07[O-P],0.0,1.0,,-0.0
B07[O-F],-0.380442955126341,0.7036166338068781,,0.35152162539920395
B07[O-Cl],0.0,1.0,,-0.0
B07[O-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
B07[O-I],0.0,1.0,,-0.0
B07[O-B],0.0,1.0,,-0.0
B07[O-Si],0.0,1.0,,-0.0
B07[O-X],0.0,1.0,,-0.0
B07[S-S],0.0,1.0,,-0.0
B07[S-P],0.0,1.0,,-0.0
B07[S-F],0.0,1.0,,-0.0
B07[S-Cl],0.0,1.0,,-0.0
B07[S-Br],0.0,1.0,,-0.0
B07[S-I],0.0,1.0,,-0.0
B07[S-B],0.0,1.0,,-0.0
B07[S-Si],0.0,1.0,,-0.0
B07[S-X],0.0,1.0,,-0.0
B07[P-P],0.0,1.0,,-0.0
B07[P-F],0.0,1.0,,-0.0
B07[P-Cl],0.0,1.0,,-0.0
B07[P-Br],0.0,1.0,,-0.0
B07[P-I],0.0,1.0,,-0.0
B07[P-B],0.0,1.0,,-0.0
B07[P-Si],0.0,1.0,,-0.0
B07[P-X],0.0,1.0,,-0.0
B07[F-F],0.0,1.0,,-0.0
B07[F-Cl],0.0,1.0,,-0.0
B07[F-Br],0.0,1.0,,-0.0
B07[F-I],0.0,1.0,,-0.0
B07[F-B],0.0,1.0,,-0.0
B07[F-Si],0.0,1.0,,-0.0
B07[F-X],0.0,1.0,,-0.0
B07[Cl-Cl],0.0,1.0,,-0.0
B07[Cl-Br],0.0,1.0,,-0.0
B07[Cl-I],0.0,1.0,,-0.0
B07[Cl-B],0.0,1.0,,-0.0
B07[Cl-Si],0.0,1.0,,-0.0
B07[Cl-X],0.0,1.0,,-0.0
B07[Br-Br],0.0,1.0,,-0.0
B07[Br-I],0.0,1.0,,-0.0
B07[Br-B],0.0,1.0,,-0.0
B07[Br-Si],0.0,1.0,,-0.0
B07[Br-X],0.0,1.0,,-0.0
B07[I-I],0.0,1.0,,-0.0
B07[I-B],0.0,1.0,,-0.0
B07[I-Si],0.0,1.0,,-0.0
B07[I-X],0.0,1.0,,-0.0
B07[B-B],0.0,1.0,,-0.0
B07[B-Si],0.0,1.0,,-0.0
B07[B-X],0.0,1.0,,-0.0
B07[Si-Si],0.0,1.0,,-0.0
B07[Si-X],0.0,1.0,,-0.0
B07[X-X],0.0,1.0,,-0.0
B08[C-C],0.32856437033638547,0.7424849824604745,0.5,0.2977526341522821
B08[C-N],0.380442955126341,0.7036166338068781,1.0,0.35152162539920395
B08[C-O],0.0,1.0,1.0,-0.0
B08[C-S],0.0,1.0,,-0.0
B08[C-P],0.0,1.0,,-0.0
B08[C-F],1.7523433084607223,0.07971479329667566,,2.529300098155391
B08[C-Cl],0.0,1.0,,-0.0
B08[C-Br],0.21904291355759029,0.826616619185554,,0.19041427163171545
B08[C-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
B08[C-B],0.0,1.0,,-0.0
B08[C-Si],0.0,1.0,,-0.0
B08[C-X],0.0,1.0,,-0.0
B08[N-N],-0.16140004156875074,0.871778333934971,,0.1372200915915374
B08[N-O],-0.17292861596651865,0.8627075382114653,1.0,0.14767953500864384
B08[N-S],0.0,1.0,,-0.0
B08[N-P],0.0,1.0,,-0.0
B08[N-F],0.0,1.0,,-0.0
B08[N-Cl],0.0,1.0,,-0.0
B08[N-Br],0.0,1.0,,-0.0
B08[N-I],0.0,1.0,,-0.0
B08[N-B],0.0,1.0,,-0.0
B08[N-Si],0.0,1.0,,-0.0
B08[N-X],0.0,1.0,,-0.0
B08[O-O],-1.04910027019688,0.29413197178122874,1.0,1.223726728751942
B08[O-S],0.0,1.0,,-0.0
B08[O-P],0.0,1.0,,-0.0
B08[O-F],0.0,1.0,,-0.0
B08[O-Cl],0.0,1.0,,-0.0
B08[O-Br],0.21904291355759029,0.826616619185554,,0.19041427163171545
B08[O-I],0.0,1.0,,-0.0
B08[O-B],0.0,1.0,,-0.0
B08[O-Si],0.0,1.0,,-0.0
B08[O-X],0.0,1.0,,-0.0
B08[S-S],0.0,1.0,,-0.0
B08[S-P],0.0,1.0,,-0.0
B08[S-F],0.0,1.0,,-0.0
B08[S-Cl],0.0,1.0,,-0.0
B08[S-Br],0.0,1.0,,-0.0
B08[S-I],0.0,1.0,,-0.0
B08[S-B],0.0,1.0,,-0.0
B08[S-Si],0.0,1.0,,-0.0
B08[S-X],0.0,1.0,,-0.0
B08[P-P],0.0,1.0,,-0.0
B08[P-F],0.0,1.0,,-0.0
B08[P-Cl],0.0,1.0,,-0.0
B08[P-Br],0.0,1.0,,-0.0
B08[P-I],0.0,1.0,,-0.0
B08[P-B],0.0,1.0,,-0.0
B08[P-Si],0.0,1.0,,-0.0
B08[P-X],0.0,1.0,,-0.0
B08[F-F],0.0,1.0,,-0.0
B08[F-Cl],0.0,1.0,,-0.0
B08[F-Br],0.0,1.0,,-0.0
B08[F-I],0.0,1.0,,-0.0
B08[F-B],0.0,1.0,,-0.0
B08[F-Si],0.0,1.0,,-0.0
B08[F-X],0.0,1.0,,-0.0
B08[Cl-Cl],0.0,1.0,,-0.0
B08[Cl-Br],0.0,1.0,,-0.0
B08[Cl-I],0.0,1.0,,-0.0
B08[Cl-B],0.0,1.0,,-0.0
B08[Cl-Si],0.0,1.0,,-0.0
B08[Cl-X],0.0,1.0,,-0.0
B08[Br-Br],0.0,1.0,,-0.0
B08[Br-I],0.0,1.0,,-0.0
B08[Br-B],0.0,1.0,,-0.0
B08[Br-Si],0.0,1.0,,-0.0
B08[Br-X],0.0,1.0,,-0.0
B08[I-I],0.0,1.0,,-0.0
B08[I-B],0.0,1.0,,-0.0
B08[I-Si],0.0,1.0,,-0.0
B08[I-X],0.0,1.0,,-0.0
B08[B-B],0.0,1.0,,-0.0
B08[B-Si],0.0,1.0,,-0.0
B08[B-X],0.0,1.0,,-0.0
B08[Si-Si],0.0,1.0,,-0.0
B08[Si-X],0.0,1.0,,-0.0
B08[X-X],0.0,1.0,,-0.0
B09[C-C],0.32856437033638547,0.7424849824604745,0.5,0.2977526341522821
B09[C-N],-0.0518785847899556,0.9586254381552106,1.0,0.042254855830888165
B09[C-O],0.766650197451566,0.4432895215684769,0.5,0.8135321748475655
B09[C-S],0.0,1.0,,-0.0
B09[C-P],0.0,1.0,,-0.0
B09[C-F],0.0,1.0,,-0.0
B09[C-Cl],0.0,1.0,,-0.0
B09[C-Br],0.21904291355759029,0.826616619185554,,0.19041427163171545
B09[C-I],0.0,1.0,,-0.0
B09[C-B],0.0,1.0,,-0.0
B09[C-Si],0.0,1.0,,-0.0
B09[C-X],0.0,1.0,,-0.0
B09[N-N],0.7147716126616105,0.47475017883707193,,0.7449665525924521
B09[N-O],0.5706644326895116,0.5682271328927073,1.0,0.5652340583390679
B09[N-S],0.0,1.0,,-0.0
B09[N-P],0.0,1.0,,-0.0
B09[N-F],1.0952145677879515,0.2734226449790055,,1.2967365308398875
B09[N-Cl],0.0,1.0,,-0.0
B09[N-Br],0.0,1.0,,-0.0
B09[N-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
B09[N-B],0.0,1.0,,-0.0
B09[N-Si],0.0,1.0,,-0.0
B09[N-X],0.0,1.0,,-0.0
B09[O-O],-2.859086450646442,0.004248629819495638,inf,5.461158743439176
B09[O-S],0.0,1.0,,-0.0
B09[O-P],0.0,1.0,,-0.0
B09[O-F],1.7523433084607223,0.07971479329667566,,2.529300098155391
B09[O-Cl],0.0,1.0,,-0.0
B09[O-Br],0.21904291355759029,0.826616619185554,,0.19041427163171545
B09[O-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
B09[O-B],0.0,1.0,,-0.0
B09[O-Si],0.0,1.0,,-0.0
B09[O-X],0.0,1.0,,-0.0
B09[S-S],0.0,1.0,,-0.0
B09[S-P],0.0,1.0,,-0.0
B09[S-F],0.0,1.0,,-0.0
B09[S-Cl],0.0,1.0,,-0.0
B09[S-Br],0.0,1.0,,-0.0
B09[S-I],0.0,1.0,,-0.0
